action,run_nr,file_name,hbase,rondb,rondb_cluster
insert,0,insert_0,13.759333372116089,3.146620750427246,2.2623939514160156
insert,1,insert_1,13.175600290298462,3.3677875995635986,2.3499622344970703
insert,2,insert_2,13.078407526016235,3.4319443702697754,2.420039415359497
insert,3,insert_3,13.157782316207886,3.4938788414001465,2.5621886253356934
insert,4,insert_4,13.16221308708191,3.6438629627227783,2.5819671154022217
insert,5,insert_5,13.22653603553772,3.6814839839935303,2.7209601402282715
insert,6,insert_6,13.353249073028564,3.8189444541931152,2.829069137573242
insert,7,insert_7,13.416342496871948,4.025517463684082,2.9231598377227783
insert,8,insert_8,13.400357007980347,3.872685432434082,3.0582096576690674
insert,9,insert_9,13.769062995910645,4.856326341629028,3.311325788497925
upsert,0,upsert_0,36.98098087310791,6.215986251831055,4.33209490776062
upsert,1,upsert_1,35.36171197891235,5.574387073516846,3.836082935333252
upsert,2,upsert_2,33.16021227836609,5.325232982635498,3.763322591781616
upsert,3,upsert_3,31.111960887908936,5.433232069015503,3.8678040504455566
upsert,4,upsert_4,30.09264349937439,5.25761079788208,3.741285562515259
upsert,5,upsert_5,29.113901376724243,5.287124872207642,3.797722578048706
upsert,6,upsert_6,28.07979440689087,5.757238149642944,3.9594640731811523
upsert,7,upsert_7,26.209081888198853,5.263758182525635,3.88848614692688
upsert,8,upsert_8,25.44246244430542,5.229509115219116,3.9707374572753906
upsert,9,upsert_9,24.263116359710693,5.37759256362915,4.000159978866577
delete,0,delete_0,5.566682815551758,5.085700273513794,4.17160177230835
delete,1,delete_1,5.598335266113281,5.182233572006226,4.120640516281128
delete,2,delete_2,5.573765993118286,5.096663236618042,4.083638668060303
delete,3,delete_3,5.444622755050659,4.794715881347656,3.985645055770874
delete,4,delete_4,5.363897323608398,4.8032591342926025,3.9507288932800293
delete,5,delete_5,5.296729803085327,4.77173376083374,3.882349729537964
delete,6,delete_6,5.28607177734375,5.0815935134887695,3.898566961288452
delete,7,delete_7,5.22447395324707,4.912654161453247,3.7520461082458496
delete,8,delete_8,5.24444055557251,4.587698698043823,3.682901620864868
delete,9,delete_9,5.152013778686523,4.861026763916016,3.6858277320861816
