action,run_nr,file_name,bloom,simple,hbase,rondb,rondb_cluster
insert,0,insert_0,6.137331962585449,5.23649001121521,4.085278272628784,6.004551410675049,5.028920888900757
insert,1,insert_1,5.78766942024231,5.394955635070801,3.8812849521636963,5.925437927246094,4.9581663608551025
insert,2,insert_2,5.808189392089844,5.5271406173706055,3.7316524982452393,5.803127765655518,5.090317249298096
insert,3,insert_3,5.757660150527954,5.345777750015259,3.927959680557251,5.836898326873779,4.925207853317261
insert,4,insert_4,5.654338598251343,5.329239368438721,3.9718785285949707,5.842634677886963,4.939222097396851
insert,5,insert_5,5.741757392883301,5.34981107711792,3.9296350479125977,5.843345403671265,4.9498865604400635
insert,6,insert_6,5.914869785308838,5.441269636154175,3.7491581439971924,5.918014764785767,4.890566349029541
insert,7,insert_7,5.756561994552612,5.452493906021118,3.9578797817230225,5.891413450241089,5.488096714019775
insert,8,insert_8,5.992552757263184,5.327243328094482,4.0497190952301025,5.707166433334351,4.972540378570557
insert,9,insert_9,6.315167665481567,5.58142614364624,4.828336477279663,6.047314405441284,5.246633768081665
upsert,0,upsert_0,10.982592105865479,16.2789568901062,6.622119426727295,9.92018437385559,9.066655158996582
upsert,1,upsert_1,10.749286651611328,16.14355182647705,6.149791240692139,9.792344093322754,9.006659746170044
upsert,2,upsert_2,10.682275533676147,16.913970470428467,6.134315490722656,9.741313457489014,9.002590417861938
upsert,3,upsert_3,10.530951976776123,16.277312517166138,6.533940315246582,9.770540475845337,8.998485326766968
upsert,4,upsert_4,10.571065902709961,16.469787120819092,6.270310878753662,10.31851315498352,9.030367612838745
upsert,5,upsert_5,10.634346961975098,16.36352276802063,6.130002737045288,9.65499496459961,8.983932971954346
upsert,6,upsert_6,10.644068479537964,16.111513137817383,6.825702428817749,9.409106254577637,8.9509117603302
upsert,7,upsert_7,10.401232957839966,16.41102623939514,6.189429759979248,9.865746974945068,9.063957691192627
upsert,8,upsert_8,10.614811658859253,15.72849440574646,6.309720277786255,9.557812929153442,9.43553113937378
upsert,9,upsert_9,10.172536611557007,15.677939653396606,6.333122968673706,9.28554368019104,8.910497903823853
delete,0,delete_0,10.437426090240479,16.014030933380127,6.744034051895142,9.794362306594849,9.103063583374023
delete,1,delete_1,10.375233173370361,16.774707555770874,6.189948320388794,10.161514043807983,9.059249639511108
delete,2,delete_2,10.470972299575806,16.088162660598755,6.273669242858887,10.45768427848816,9.158464670181274
delete,3,delete_3,10.38744568824768,16.48666763305664,6.337180852890015,9.962839365005493,9.01266360282898
delete,4,delete_4,10.553938388824463,16.167126893997192,6.262153148651123,9.969239234924316,9.201394081115723
delete,5,delete_5,10.315043687820435,16.45803141593933,6.651530742645264,9.952271461486816,9.2181236743927
delete,6,delete_6,10.613843202590942,15.967408895492554,6.369969367980957,10.040624856948853,9.128730297088623
delete,7,delete_7,10.691339015960693,16.785792350769043,6.2602856159210205,9.878841161727905,9.155569791793823
delete,8,delete_8,10.268256425857544,16.167292833328247,6.1982831954956055,9.826481819152832,9.198702573776245
delete,9,delete_9,10.873836755752563,16.942646265029907,6.785545110702515,9.957811832427979,9.540037870407104
