action,run_nr,file_name,hbase,rondb,rondb_cluster
insert,0,insert_0,6.556767225265503,3.2725677490234375,2.204214096069336
insert,1,insert_1,5.660542249679565,3.4113152027130127,2.4173569679260254
insert,2,insert_2,5.463081121444702,3.3842039108276367,2.4780378341674805
insert,3,insert_3,5.620224475860596,3.619276523590088,2.584744930267334
insert,4,insert_4,5.539229154586792,3.6141512393951416,2.6354050636291504
insert,5,insert_5,5.434295177459717,3.688466787338257,2.7542645931243896
insert,6,insert_6,5.635849475860596,3.8153302669525146,2.881817102432251
insert,7,insert_7,5.581563472747803,4.1221630573272705,2.893510341644287
insert,8,insert_8,5.386033296585083,3.831871509552002,2.987567663192749
insert,9,insert_9,5.846630573272705,4.363892555236816,3.348867893218994
upsert,0,upsert_0,14.447794198989868,5.6741087436676025,4.091980934143066
upsert,1,upsert_1,14.075340747833252,5.4804527759552,3.858815908432007
upsert,2,upsert_2,13.025614500045776,5.590014219284058,3.8672916889190674
upsert,3,upsert_3,12.949359655380249,5.576232194900513,3.9233133792877197
upsert,4,upsert_4,11.794362545013428,6.0956573486328125,3.8916866779327393
upsert,5,upsert_5,11.718926668167114,5.6330578327178955,3.87304949760437
upsert,6,upsert_6,11.849391222000122,6.001263856887817,3.9775843620300293
upsert,7,upsert_7,11.043623685836792,5.612874984741211,3.9896645545959473
upsert,8,upsert_8,11.05094313621521,5.498550891876221,4.100627899169922
upsert,9,upsert_9,10.106682777404785,5.627197265625,4.070037126541138
delete,0,delete_0,4.846255779266357,5.576639413833618,4.346050977706909
delete,1,delete_1,4.979538917541504,5.25293231010437,4.352478504180908
delete,2,delete_2,4.6987292766571045,5.1887476444244385,4.2690956592559814
delete,3,delete_3,4.7801196575164795,4.870998859405518,4.077139377593994
delete,4,delete_4,4.6655356884002686,5.341597318649292,4.027574062347412
delete,5,delete_5,4.518248796463013,4.974218130111694,4.00604510307312
delete,6,delete_6,4.735629320144653,4.857229948043823,4.079049110412598
delete,7,delete_7,4.50377345085144,4.753302812576294,4.001370429992676
delete,8,delete_8,4.53015398979187,4.846828460693359,3.944870710372925
delete,9,delete_9,4.407905578613281,4.718513250350952,3.8479366302490234
