action,run_nr,file_name,hbase,rondb,rondb_cluster
insert,0,insert_0,34.7830410003662,3.34079122543335,2.3057234287262
insert,1,insert_1,35.2942261695862,3.33502388000488,2.39357614517212
insert,2,insert_2,34.8781266212463,3.46317791938782,2.38976263999939
insert,3,insert_3,35.0789353847504,3.46436905860901,2.51269841194153
insert,4,insert_4,35.1458466053009,3.60850667953491,2.64923524856567
insert,5,insert_5,35.0759515762329,3.64150714874268,2.64918732643127
insert,6,insert_6,35.26815533638,3.84591794013977,2.77326107025146
insert,7,insert_7,36.2113180160522,3.85388946533203,2.93733668327332
insert,8,insert_8,35.2597239017487,4.51810717582703,3.04727387428284
insert,9,insert_9,36.7774615287781,4.80581855773926,3.32541680335999
upsert,0,upsert_0,104.330427885056,6.57709956169128,4.18857932090759
upsert,1,upsert_1,99.9404456615448,5.61885213851929,3.94683957099915
upsert,2,upsert_2,93.924019575119,6.3686957359314,3.68765425682068
upsert,3,upsert_3,89.8755719661713,5.76803755760193,3.64226460456848
upsert,4,upsert_4,85.7809720039368,6.29026937484741,3.69816493988037
upsert,5,upsert_5,82.9165561199188,5.62025761604309,3.71150064468384
upsert,6,upsert_6,79.0014820098877,6.21470975875855,3.74644923210144
upsert,7,upsert_7,74.1299910545349,5.40319561958313,3.86016917228699
upsert,8,upsert_8,72.1240622997284,5.33134055137634,3.92971158027649
upsert,9,upsert_9,69.1797471046448,5.39737343788147,4.05145287513733
delete,0,delete_0,11.4606871604919,5.06696796417236,4.04699349403381
delete,1,delete_1,11.0873289108276,5.01065039634705,4.11225247383118
delete,2,delete_2,11.0793132781982,4.97296166419983,3.93759632110596
delete,3,delete_3,11.127584695816,4.79952669143677,3.84267592430115
delete,4,delete_4,11.0960936546326,4.80202221870422,3.85623717308044
delete,5,delete_5,10.9965014457703,4.79337859153748,3.68858432769775
delete,6,delete_6,11.0235941410065,4.6169548034668,3.68864250183105
delete,7,delete_7,10.9015707969666,4.65219497680664,3.70916295051575
delete,8,delete_8,10.9332773685455,4.62652325630188,3.68018484115601
delete,9,delete_9,10.8285427093506,4.71595764160156,3.60176467895508
