action,run_nr,file_name,bloom,simple,hbase,rondb,rondb_cluster
insert,0,insert_0,2.4292802810668945,1.8107831478118896,2.105801820755005,1.8769845962524414,1.8681528568267822
insert,1,insert_1,1.8373615741729736,1.7524924278259277,1.9237031936645508,2.0023696422576904,2.0197410583496094
insert,2,insert_2,1.9179558753967285,1.7927117347717285,2.0268545150756836,1.8752310276031494,1.9221785068511963
insert,3,insert_3,1.7355644702911377,1.8565573692321777,1.8647220134735107,1.9767649173736572,1.9432744979858398
insert,4,insert_4,1.843137502670288,1.8783178329467773,2.0289652347564697,1.8586392402648926,1.8435251712799072
insert,5,insert_5,1.7933385372161865,1.7819480895996094,2.0197739601135254,1.972374439239502,1.9571280479431152
insert,6,insert_6,1.7897896766662598,1.8485548496246338,1.8653464317321777,1.8627355098724365,1.8682081699371338
insert,7,insert_7,1.870922327041626,1.767963171005249,2.0277485847473145,1.9839506149291992,1.9331979751586914
insert,8,insert_8,1.9936914443969727,1.7789831161499023,1.8662261962890625,1.8546738624572754,1.8571357727050781
insert,9,insert_9,3.2134885787963867,3.1376101970672607,3.3716588020324707,3.326319932937622,3.2835984230041504
upsert,0,upsert_0,26.490705728530884,36.36917209625244,7.478337287902832,6.738830327987671,6.387955188751221
upsert,1,upsert_1,25.855831623077393,36.03581881523132,7.344998359680176,6.628469705581665,6.346481561660767
upsert,2,upsert_2,25.030284881591797,35.953088998794556,7.524305582046509,6.865204572677612,6.459077835083008
upsert,3,upsert_3,24.08537459373474,35.94519305229187,7.724719524383545,6.800883769989014,6.732527732849121
upsert,4,upsert_4,25.009692192077637,35.73088097572327,7.757657289505005,6.871020793914795,6.685833930969238
upsert,5,upsert_5,24.528982400894165,36.40993070602417,7.789016246795654,7.891416311264038,6.846505880355835
upsert,6,upsert_6,24.93862557411194,36.2516074180603,7.932147264480591,7.373484373092651,6.8255534172058105
upsert,7,upsert_7,24.743016481399536,36.047255516052246,8.089889287948608,7.231109142303467,7.322816610336304
upsert,8,upsert_8,25.82874894142151,35.625850439071655,8.816696405410767,7.567718267440796,7.162330389022827
upsert,9,upsert_9,24.83252263069153,34.63862657546997,8.091045379638672,7.3588221073150635,7.07375168800354
delete,0,delete_0,25.45339298248291,35.38672685623169,8.523409128189087,7.706684350967407,7.3792195320129395
delete,1,delete_1,25.553210735321045,37.65148186683655,8.431137800216675,7.5066797733306885,7.505473852157593
delete,2,delete_2,25.197028398513794,36.587804317474365,8.185581684112549,7.464637041091919,7.432964563369751
delete,3,delete_3,25.2780704498291,37.00880765914917,8.480358362197876,7.73061466217041,7.379747152328491
delete,4,delete_4,25.362502336502075,36.89818215370178,8.465272665023804,7.862626075744629,7.83003044128418
delete,5,delete_5,26.26499915122986,38.099204540252686,8.81058669090271,7.863796949386597,7.705177307128906
delete,6,delete_6,25.81178092956543,36.66442847251892,8.648923397064209,7.557729721069336,7.318374395370483
delete,7,delete_7,25.415203094482422,37.25267243385315,9.404388666152954,7.546882152557373,7.262510538101196
delete,8,delete_8,25.705008029937744,36.22925543785095,8.447120904922485,7.778705596923828,7.5538201332092285
delete,9,delete_9,26.22535252571106,37.172773122787476,8.630335330963135,7.760645866394043,7.551542282104492
