action,run_nr,file_name,hbase,rondb,rondb_cluster
insert,0,insert_0,8.725949048995972,3.3364908695220947,2.529715061187744
insert,1,insert_1,8.22292971611023,3.333552837371826,3.8274989128112793
insert,2,insert_2,8.058788776397705,3.4597384929656982,3.8992486000061035
insert,3,insert_3,8.136931896209717,3.5372259616851807,3.0270304679870605
insert,4,insert_4,8.146755695343018,3.6121792793273926,3.3014540672302246
insert,5,insert_5,8.242017030715942,4.157350301742554,3.4030497074127197
insert,6,insert_6,8.255631685256958,4.039648771286011,2.9100489616394043
insert,7,insert_7,8.308569431304932,4.07148814201355,3.0471034049987793
insert,8,insert_8,8.382630825042725,3.8846302032470703,3.1048526763916016
insert,9,insert_9,8.916578531265259,4.288811683654785,3.626002788543701
upsert,0,upsert_0,23.27650284767151,5.624778985977173,5.07426905632019
upsert,1,upsert_1,21.988290548324585,5.512500286102295,4.348158597946167
upsert,2,upsert_2,20.765550136566162,5.3896613121032715,4.061678886413574
upsert,3,upsert_3,19.73523473739624,5.333420038223267,3.936917781829834
upsert,4,upsert_4,18.55320954322815,5.503736734390259,3.8588368892669678
upsert,5,upsert_5,18.63926124572754,5.385935544967651,4.061541795730591
upsert,6,upsert_6,17.560776948928833,5.262738227844238,3.9936864376068115
upsert,7,upsert_7,16.951460599899292,5.476765155792236,4.033775091171265
upsert,8,upsert_8,17.106526613235474,5.487990856170654,4.0961525440216064
upsert,9,upsert_9,16.070155382156372,5.4646570682525635,4.0862908363342285
delete,0,delete_0,4.671388864517212,5.063235759735107,4.282458543777466
delete,1,delete_1,4.67418360710144,5.444736957550049,4.19257926940918
delete,2,delete_2,4.635562896728516,5.128536701202393,4.1819868087768555
delete,3,delete_3,4.682085275650024,4.953005790710449,4.245367050170898
delete,4,delete_4,4.686790704727173,4.965075492858887,3.959529161453247
delete,5,delete_5,4.5694355964660645,5.022319316864014,3.9665403366088867
delete,6,delete_6,4.515852928161621,4.790931463241577,4.268074035644531
delete,7,delete_7,4.442099571228027,5.182542562484741,4.0560150146484375
delete,8,delete_8,4.386550188064575,5.950697660446167,3.7401599884033203
delete,9,delete_9,4.415925979614258,6.302994728088379,3.8250975608825684
